Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class,Timestamp,Normalized_Timestamp
b'J',88.0,1387.0,20.0,0.0,9.73333333333333,1,b'VF',33.733333333333334,0.20184128890223155
b'J',87.0,1389.0,20.0,0.0,9.71666666666667,1,b'VF',33.71666666666667,0.20174121885319724
b'J',98.0,2098.0,20.0,0.0,9.73333333333333,1,b'VF',33.733333333333334,0.20184128890223155
b'J',89.0,217.0,20.0,0.0,10.45,1,b'VF',34.45,0.2061443010107075
b'J',91.0,217.0,20.0,0.0,9.71666666666667,1,b'VF',33.71666666666667,0.20174121885319724
b'J',99.0,22.0,20.0,0.0,9.71666666666667,1,b'VF',33.71666666666667,0.20174121885319724
b'J',94.0,34.0,20.0,0.0,9.73333333333333,1,b'VF',33.733333333333334,0.20184128890223155
b'J',98.0,494.0,20.0,0.0,9.68333333333333,1,b'VF',33.68333333333333,0.20154107875512856
b'J',96.0,31.0,20.0,0.0,16.2833333333333,1,b'VF',40.2833333333333,0.2411688181727207
b'J',95.0,806.0,10.0,0.0,20.7833333333333,6,b'VF',164.7833333333333,0.988692084459121
b'J',100.0,14.0,20.0,0.0,16.7,2,b'VF',64.7,0.3877714400080056
b'J',98.0,13.0,20.0,0.0,16.7333333333333,2,b'VF',64.73333333333329,0.387971580106074
b'J',96.0,177.0,20.0,0.0,17.7666666666667,1,b'VF',41.7666666666667,0.2500750525367759
b'J',96.0,40.0,20.0,0.0,15.9666666666667,2,b'VF',63.9666666666667,0.3833683578504955
b'J',95.0,472.0,10.0,0.0,22.35,4,b'VF',118.35,0.7098969278494947
b'J',96.0,466.0,20.0,0.0,22.2833333333333,4,b'VF',118.2833333333333,0.7094966476533572
b'J',87.0,51.0,10.0,0.0,19.45,1,b'VF',43.45,0.26018212748924247
b'J',91.0,55.0,20.0,0.0,18.8166666666667,1,b'VF',42.8166666666667,0.25637946562593833
b'J',94.0,10.0,20.0,0.0,17.5333333333333,2,b'VF',65.5333333333333,0.3927749424597216
b'J',98.0,10.0,20.0,0.0,17.5333333333333,2,b'VF',65.5333333333333,0.3927749424597216
b'J',102.0,55.0,20.0,0.0,9.78333333333333,1,b'VF',33.78333333333333,0.2021414990493345
b'J',959.0,307.0,20.0,0.0,13.05,3,b'M',85.05,0.5099569698789153
b'J',960.0,308.0,20.0,0.0,9.91666666666667,3,b'M',81.91666666666667,0.49114380066046237
b'J',93.0,355.0,20.0,0.0,12.5666666666667,3,b'VF',84.5666666666667,0.5070549384569201
b'J',98.0,361.0,20.0,0.0,12.5833333333333,3,b'VF',84.5833333333333,0.507155008505954
b'J',103.0,443.0,10.0,0.0,7.78333333333333,5,b'VF',127.78333333333333,0.766536575602922
b'J',103.0,453.0,10.0,0.0,22.9333333333333,4,b'VF',118.93333333333331,0.7133993795656959
b'J',89.0,798.0,20.0,0.0,20.2166666666667,1,b'VF',44.2166666666667,0.26478534974482154
b'J',92.0,13.0,10.0,0.0,9.68333333333333,5,b'VF',129.68333333333334,0.777944561192835
b'J',97.0,308.0,20.0,0.0,15.6333333333333,1,b'VF',39.6333333333333,0.23726608626038204
b'J',95.0,398.0,20.0,0.0,17.4666666666667,2,b'VF',65.4666666666667,0.3923746622635847
b'J',94.0,398.0,30.0,0.0,18.6833333333333,2,b'VF',66.68333333333331,0.39967977584309
b'J',91.0,405.0,10.0,0.0,12.8666666666667,5,b'VF',132.8666666666667,0.797057940558391
b'J',91.0,405.0,20.0,0.0,12.8666666666667,5,b'VF',132.8666666666667,0.797057940558391
b'J',102.0,419.0,10.0,0.0,8.26666666666667,5,b'VF',128.26666666666668,0.7694386070249174
b'J',104.0,412.0,20.0,0.0,8.25,5,b'VF',128.25,0.7693385369758831
b'J',93.0,498.0,10.0,0.0,8.5,5,b'VF',128.5,0.7708395877113979
b'J',98.0,593.0,20.0,0.0,20.8166666666667,1,b'VF',44.8166666666667,0.2683878715100572
b'J',101.0,616.0,20.0,0.0,16.55,1,b'VF',40.55,0.24276993895727006
b'J',99.0,831.0,20.0,0.0,19.95,1,b'VF',43.95,0.26318422896027216
b'J',9910.0,52.0,20.0,29.0,9.61666666666667,3,b'M',81.61666666666667,0.48934253977784453
b'J',102.0,368.0,20.0,0.0,14.7666666666667,1,b'VF',38.7666666666667,0.23206244371059762
b'J',99.0,364.0,30.0,0.0,16.6333333333333,1,b'VF',40.6333333333333,0.24327028920244148
b'J',106.0,52.0,20.0,0.0,10.05,1,b'VF',34.05,0.2037426198338837
b'J',102.0,810.0,100.0,0.0,14.5166666666667,0,b'M',14.5166666666667,0.08646052236565614
b'J',106.0,804.0,200.0,0.0,13.6333333333333,0,b'M',13.6333333333333,0.08115680976683658
b'J',100.0,803.0,20.0,0.0,13.9166666666667,0,b'F',13.9166666666667,0.08285800060042048
b'J',107.0,867.0,200.0,0.0,9.96666666666667,1,b'M',33.96666666666667,0.20324226958871208
b'J',102.0,99.0,20.0,0.0,17.95,1,b'VF',41.95,0.2511758230761533
b'K',142.0,42.0,10.0,0.0,16.75,1,b'VF',40.75,0.24397077954568197
b'K',155.0,41.0,10.0,0.0,16.0,3,b'VF',88.0,0.5276693685579906
b'K',905.0,28.0,10.0,0.0,16.7166666666667,1,b'VF',40.7166666666667,0.24377063944761349
b'K',912.0,27.0,10.0,0.0,17.0833333333333,1,b'VF',41.0833333333333,0.24597218052636824
b'K',912.0,36.0,10.0,0.0,17.1833333333333,1,b'VF',41.1833333333333,0.2465726008205742
b'K',908.0,51.0,10.0,0.0,16.2666666666667,3,b'F',88.26666666666671,0.5292704893425401
b'L',1003.0,4349.0,20.0,0.0,13.9833333333333,1,b'F',37.9833333333333,0.22735915140598395
b'L',104.0,3326.0,20.0,0.0,10.1333333333333,4,b'VF',106.1333333333333,0.6365455819073349
b'L',101.0,3358.0,20.0,0.0,16.2333333333333,2,b'VF',64.23333333333329,0.38496947863504427
b'L',96.0,3507.0,20.0,0.0,9.96666666666667,4,b'VF',105.96666666666667,0.635544881416992
b'L',95.0,3535.0,20.0,0.0,10.8,2,b'VF',58.8,0.3523466426498549
b'L',96.0,3570.0,20.0,0.0,10.3833333333333,4,b'VF',106.3833333333333,0.6380466326428498
b'L',95.0,3603.0,20.0,0.0,16.55,2,b'VF',64.55,0.38687080956669667
b'L',102.0,4293.0,20.0,0.0,13.8166666666667,1,b'VF',37.8166666666667,0.2263584509156411
b'L',106.0,4617.0,20.0,0.0,16.4333333333333,4,b'VF',112.43333333333331,0.6743720604423095
b'L',95.0,5012.0,20.0,0.0,16.7333333333333,4,b'VF',112.73333333333329,0.6761733213249272
b'L',107.0,5609.0,20.0,0.0,16.2,4,b'VF',112.2,0.672971079755829
b'L',99.0,13741.0,10.0,0.0,13.7333333333333,3,b'VF',85.7333333333333,0.5140598418893224
b'L',99.0,11515.0,20.0,0.0,16.3666666666667,3,b'VF',88.3666666666667,0.529870909636746
b'L',110.0,11521.0,20.0,0.0,16.7666666666667,3,b'VF',88.76666666666671,0.5322725908135697
b'L',1059.0,2778.0,10.0,0.0,5.76666666666667,3,b'VF',77.76666666666667,0.46622635845091565
b'L',1067.0,2776.0,10.0,0.0,5.71666666666667,3,b'VF',77.71666666666667,0.4659261483038127
b'L',1068.0,2784.0,20.0,0.0,10.4166666666667,0,b'VF',10.4166666666667,0.06184329030321244
b'L',1055.0,4784.0,10.0,0.0,14.2333333333333,0,b'VF',14.2333333333333,0.08475933153207224
b'L',1064.0,1843.0,10.0,0.0,6.03333333333333,4,b'VF',102.03333333333333,0.6119283498448914
b'L',1064.0,1841.0,10.0,0.0,6.71666666666667,4,b'VF',102.71666666666667,0.6160312218552987
b'L',1055.0,1839.0,10.0,0.0,6.71666666666667,4,b'VF',102.71666666666667,0.6160312218552987
b'L',109.0,3362.0,20.0,0.0,12.5333333333333,0,b'VF',12.5333333333333,0.07455218653057119
b'L',117.0,6202.0,20.0,0.0,13.2,0,b'VF',13.2,0.07855498849194435
b'L',124.0,4767.0,20.0,0.0,16.8,4,b'VF',112.8,0.6765736015210647
b'L',128.0,4949.0,20.0,0.0,16.5166666666667,4,b'VF',112.51666666666671,0.6748724106874815
b'L',132.0,6544.0,20.0,0.0,16.7833333333333,4,b'VF',112.7833333333333,0.6764735314720303
b'L',131.0,6637.0,20.0,0.0,10.65,0,b'VF',10.65,0.06324427098969278
b'L',131.0,6661.0,20.0,0.0,9.41666666666667,0,b'VF',9.41666666666667,0.05583908736115282
b'L',141.0,781.0,20.0,0.0,9.58333333333333,0,b'VF',9.58333333333333,0.05683978785149602
b'L',138.0,1078.0,20.0,0.0,9.5,0,b'VF',9.5,0.05633943760632442
b'L',135.0,2522.0,20.0,0.0,9.5,0,b'VF',9.5,0.05633943760632442
b'L',141.0,2804.0,20.0,0.0,9.46666666666667,0,b'VF',9.46666666666667,0.056139297508255796
b'L',137.0,138.0,20.0,0.0,9.53333333333333,0,b'VF',9.53333333333333,0.056539577704393044
b'L',133.0,10318.0,20.0,0.0,11.0166666666667,0,b'VF',11.0166666666667,0.0654458120684481
b'L',1416.0,2760.0,10.0,0.0,11.7833333333333,2,b'VF',59.7833333333333,0.3582507755428798
b'L',1413.0,2755.0,10.0,0.0,12.6166666666667,2,b'VF',60.6166666666667,0.3632542779945964
b'L',1406.0,2757.0,10.0,0.0,6.96666666666667,2,b'VF',54.96666666666667,0.32933053137196033
b'L',1413.0,2757.0,10.0,0.0,12.6166666666667,2,b'VF',60.6166666666667,0.3632542779945964
b'L',150.0,5846.0,20.0,0.0,16.2833333333333,4,b'VF',112.2833333333333,0.6734714300010005
b'L',147.0,5936.0,20.0,0.0,18.7,1,b'VF',42.7,0.2556789752826979
b'L',153.0,2434.0,20.0,0.0,4.65,4,b'VF',100.65,0.6036225357750425
b'L',152.0,2610.0,20.0,0.0,5.26666666666667,4,b'VF',101.26666666666667,0.6073251275893126
b'L',145.0,8734.0,20.0,0.0,12.1166666666667,4,b'VF',108.1166666666667,0.6484539177424199
b'L',1504.0,4440.0,20.0,0.0,14.05,1,b'F',38.05,0.22775943160212145
b'L',143.0,3538.0,20.0,0.0,10.0,4,b'VF',106.0,0.6357450215150605
b'L',156.0,3568.0,20.0,0.0,10.8833333333333,2,b'VF',58.8833333333333,0.3528469928950263
b'L',147.0,3628.0,20.0,0.0,10.2166666666667,4,b'VF',106.2166666666667,0.6370459321525069
b'L',145.0,3659.0,20.0,0.0,10.4333333333333,4,b'VF',106.4333333333333,0.6383468427899527
b'L',147.0,2341.0,20.0,0.0,20.85,0,b'VF',20.85,0.12448714099869909
b'L',166.0,6060.0,20.0,0.0,17.9166666666667,1,b'VF',41.9166666666667,0.2509756829780848
b'L',168.0,7578.0,100.0,0.0,13.5333333333333,4,b'F',109.5333333333333,0.656959871910337
b'L',174.0,11369.0,100.0,0.0,13.6333333333333,4,b'F',109.6333333333333,0.6575602922045429
b'L',176.0,12572.0,20.0,0.0,15.8166666666667,3,b'VF',87.8166666666667,0.5265685980186132
b'L',168.0,12602.0,20.0,0.0,13.8,3,b'VF',85.8,0.5144601220854598
b'L',180.0,12596.0,20.0,0.0,14.4333333333333,3,b'F',86.4333333333333,0.5182627839487639
b'L',184.0,8021.0,20.0,0.0,16.7,4,b'VF',112.7,0.6759731812268588
b'L',206.0,5196.0,20.0,0.0,9.08333333333333,1,b'VF',33.08333333333333,0.19793855698989288
b'L',202.0,5202.0,20.0,0.0,9.06666666666667,1,b'VF',33.06666666666667,0.1978384869408586
b'L',192.0,390.0,20.0,0.0,10.05,3,b'VF',82.05,0.4919443610527369
b'L',197.0,2460.0,20.0,0.0,9.4,0,b'VF',9.4,0.05573901731211848
b'L',206.0,3693.0,20.0,0.0,9.46666666666667,0,b'VF',9.46666666666667,0.056139297508255796
b'L',206.0,7055.0,20.0,0.0,17.4666666666667,0,b'VF',17.4666666666667,0.10417292104473151
b'L',227.0,251.0,20.0,0.0,14.9833333333333,2,b'VF',62.9833333333333,0.37746422495747
b'L',223.0,253.0,40.0,0.0,15.0,2,b'F',63.0,0.3775642950065045
b'L',222.0,13412.0,20.0,0.0,14.7666666666667,1,b'F',38.7666666666667,0.23206244371059762
b'L',223.0,15424.0,20.0,0.0,13.4666666666667,1,b'F',37.4666666666667,0.2242569798859203
b'L',223.0,23133.0,20.0,0.0,18.0333333333333,0,b'F',18.0333333333333,0.10757530271189812
b'L',228.0,19878.0,20.0,0.0,15.2166666666667,1,b'F',39.2166666666667,0.23476433503452432
b'L',223.0,19884.0,20.0,0.0,15.1833333333333,1,b'F',39.1833333333333,0.2345641949364553
b'L',221.0,29820.0,20.0,0.0,9.81666666666667,1,b'F',33.81666666666667,0.2023416391474032
b'L',219.0,3658.0,20.0,0.0,14.4166666666667,1,b'VF',38.4166666666667,0.22996097268087679
b'L',221.0,3663.0,20.0,0.0,11.4166666666667,1,b'VF',35.4166666666667,0.21194836385469848
b'L',219.0,5494.0,20.0,0.0,18.0333333333333,0,b'VF',18.0333333333333,0.10757530271189812
b'L',221.0,8380.0,20.0,0.0,15.25,1,b'VF',39.25,0.2349644751325928
b'L',229.0,12568.0,20.0,0.0,9.85,1,b'F',33.85,0.20254177924547181
b'L',227.0,7197.0,20.0,0.0,10.15,0,b'VF',10.15,0.06024216951866306
b'L',222.0,7199.0,20.0,0.0,9.7,0,b'VF',9.7,0.057540278194736304
b'L',228.0,32549.0,20.0,0.0,13.0666666666667,4,b'M',109.0666666666667,0.6541579105373764
b'L',234.0,7232.0,20.0,0.0,11.2,4,b'VF',107.2,0.6429500650455319
b'L',232.0,7780.0,20.0,0.0,14.1833333333333,1,b'VF',38.1833333333333,0.22855999199439586
b'L',224.0,8081.0,20.0,0.0,16.6166666666667,4,b'VF',112.6166666666667,0.6754728309816874
b'L',222.0,9377.0,20.0,0.0,13.85,1,b'VF',37.85,0.2265585910137096
b'L',226.0,3639.0,200.0,0.0,17.8,4,b'F',113.8,0.6825778044631242
b'L',226.0,7738.0,20.0,0.0,15.0166666666667,1,b'VF',39.0166666666667,0.23356349444611246
b'L',233.0,3782.0,20.0,0.0,10.4666666666667,4,b'VF',106.4666666666667,0.6385469828880218
b'L',229.0,4256.0,20.0,0.0,15.7,4,b'VF',111.7,0.6699689782847994
b'L',234.0,6447.0,20.0,0.0,15.9,4,b'VF',111.9,0.6711698188732113
b'L',242.0,4597.0,20.0,0.0,7.86666666666667,0,b'VF',7.86666666666667,0.04653257280096069
b'L',231.0,6902.0,20.0,0.0,7.93333333333333,0,b'VF',7.93333333333333,0.04693285299709794
b'L',242.0,5264.0,10.0,0.0,8.21666666666667,0,b'VF',8.21666666666667,0.04863404383068149
b'L',234.0,7886.0,10.0,0.0,8.21666666666667,0,b'VF',8.21666666666667,0.04863404383068149
b'L',229.0,8311.0,20.0,0.0,11.3,4,b'VF',107.3,0.6435504853397378
b'L',230.0,960.0,20.0,0.0,11.3666666666667,4,b'VF',107.3666666666667,0.6439507655358753
b'L',240.0,6698.0,20.0,0.0,18.15,4,b'VF',114.15,0.684679275492845
b'L',238.0,7119.0,20.0,0.0,11.6,0,b'VF',11.6,0.06894826378464924
b'L',244.0,8795.0,20.0,0.0,14.8666666666667,1,b'VF',38.8666666666667,0.23266286400480357
b'L',250.0,4525.0,20.0,0.0,10.75,4,b'VF',106.75,0.6402481737216051
b'L',245.0,566.0,20.0,0.0,11.4,4,b'VF',107.4,0.6441509056339438
b'L',241.0,844.0,20.0,0.0,11.4666666666667,4,b'VF',107.4666666666667,0.6445511858300812
b'L',247.0,7599.0,20.0,0.0,12.4666666666667,4,b'VF',108.4666666666667,0.6505553887721407
b'L',32.0,5134.0,20.0,0.0,15.9666666666667,0,b'VF',15.9666666666667,0.09516661663164235
b'L',23.0,5639.0,20.0,0.0,11.0333333333333,2,b'VF',59.0333333333333,0.35374762333633525
b'L',25.0,16050.0,20.0,0.0,16.9833333333333,0,b'VF',16.9833333333333,0.1012708896227357
b'L',2502.0,27004.0,20.0,0.0,12.3333333333333,2,b'M',60.3333333333333,0.3615530871610125
b'L',2509.0,10438.0,20.0,0.0,9.75,2,b'F',57.75,0.34604222956069247
b'L',2512.0,11277.0,20.0,0.0,18.4666666666667,1,b'F',42.4666666666667,0.2542779945962175
b'L',2517.0,11280.0,20.0,0.0,9.81666666666667,2,b'F',57.81666666666667,0.3464425097568298
b'L',2510.0,13827.0,20.0,0.0,10.8166666666667,2,b'F',58.8166666666667,0.3524467126988894
b'L',2512.0,15627.0,20.0,0.0,10.25,2,b'M',58.25,0.34904433103172217
b'L',20.0,3123.0,20.0,0.0,11.0166666666667,2,b'VF',59.0166666666667,0.3536475532873013
b'L',32.0,3387.0,20.0,0.0,9.23333333333333,2,b'VF',57.233333333333334,0.34294005804062844
b'L',27.0,3417.0,20.0,0.0,16.3,4,b'VF',112.3,0.673571500050035
b'L',31.0,3599.0,20.0,0.0,16.1166666666667,4,b'VF',112.1166666666667,0.6724707295106577
b'L',22.0,4165.0,20.0,0.0,16.55,4,b'VF',112.55,0.6750725507855498
b'L',26.0,4435.0,20.0,0.0,10.9666666666667,2,b'VF',58.9666666666667,0.3533473431401983
b'L',21.0,933.0,20.0,0.0,10.9833333333333,2,b'VF',58.9833333333333,0.35344741318923223
b'L',29.0,2039.0,20.0,0.0,16.45,2,b'VF',64.45,0.3862703892724908
b'L',28.0,2309.0,20.0,0.0,10.2333333333333,4,b'VF',106.2333333333333,0.6371460022015409
b'L',21.0,2456.0,20.0,0.0,9.9,4,b'VF',105.9,0.6351446012208546
b'L',27.0,2519.0,20.0,0.0,10.6666666666667,2,b'VF',58.6666666666667,0.3515460822575805
b'L',20.0,2670.0,20.0,0.0,10.0333333333333,4,b'VF',106.0333333333333,0.635945161613129
b'L',31.0,2881.0,20.0,0.0,16.15,2,b'VF',64.15,0.38446912838987296
b'L',26.0,2617.0,20.0,0.0,10.45,2,b'VF',58.45,0.3502451716201341
b'L',20.0,3929.0,20.0,0.0,10.1666666666667,2,b'VF',58.1666666666667,0.34854398078655074
b'L',33.0,2642.0,20.0,0.0,13.95,2,b'VF',61.95,0.3712598819173421
b'L',283.0,3684.0,200.0,0.0,16.5666666666667,2,b'F',64.56666666666669,0.3869708796157312
b'L',283.0,3660.0,200.0,0.0,17.6,4,b'F',113.6,0.6813769638747122
b'L',299.0,10984.0,20.0,0.0,15.5333333333333,4,b'F',111.5333333333333,0.6689682777944559
b'L',309.0,11640.0,20.0,0.0,16.0333333333333,4,b'F',112.0333333333333,0.6719703792654856
b'L',313.0,15394.0,20.0,0.0,14.6166666666667,4,b'F',110.6166666666667,0.6634644250975685
b'L',3137.0,56671.0,20.0,0.0,16.6833333333333,2,b'L',64.68333333333331,0.38767136995897117
b'L',37.0,3513.0,100.0,0.0,10.2833333333333,3,b'VF',82.2833333333333,0.4933453417392173
b'L',30.0,3800.0,100.0,0.0,16.1166666666667,1,b'VF',40.1166666666667,0.24016811768237786
b'L',27.0,3995.0,100.0,0.0,10.8666666666667,1,b'VF',34.8666666666667,0.2086460522365658
b'L',31.0,5999.0,100.0,0.0,10.75,1,b'VF',34.75,0.2079455618933253
b'L',39.0,6001.0,100.0,0.0,10.7666666666667,1,b'VF',34.7666666666667,0.20804563194235984
b'L',31.0,6004.0,100.0,0.0,17.3666666666667,3,b'VF',89.3666666666667,0.5358751125788054
b'L',36.0,6001.0,100.0,0.0,15.7666666666667,3,b'F',87.7666666666667,0.5262683878715102
b'L',39.0,9001.0,100.0,0.0,15.8,3,b'VF',87.8,0.5264685279695787
b'L',35.0,1803.0,100.0,0.0,8.86666666666667,3,b'VF',80.86666666666667,0.48483938757129996
b'L',38.0,21930.0,100.0,0.0,17.7333333333333,1,b'F',41.7333333333333,0.24987491243870688
b'L',30.0,21964.0,100.0,0.0,10.5333333333333,3,b'F',82.5333333333333,0.4948463924747321
b'L',32.0,2941.0,100.0,0.0,10.0,3,b'VF',82.0,0.49164415090563396
b'L',3250.0,4198.0,20.0,0.0,8.55,0,b'F',8.55,0.050635444811367954
b'L',328.0,1018.0,20.0,0.0,13.7666666666667,0,b'VF',13.7666666666667,0.08195737015911157
b'L',334.0,1017.0,20.0,0.0,11.45,3,b'VF',83.45,0.5003502451716202
b'L',34.0,4862.0,100.0,0.0,15.8,0,b'VF',15.8,0.0941659161412989
b'L',30.0,5013.0,100.0,0.0,16.1166666666667,0,b'VF',16.1166666666667,0.09606724707295125
b'L',26.0,5011.0,100.0,0.0,16.0166666666667,0,b'VF',16.0166666666667,0.09546682677874532
b'L',328.0,6524.0,20.0,0.0,15.1333333333333,4,b'VF',111.1333333333333,0.6665665966176321
b'L',3675.0,2958.0,20.0,0.0,11.6666666666667,2,b'F',59.6666666666667,0.35755028519963994
b'L',364.0,5823.0,50.0,0.0,11.0,4,b'F',107.0,0.64174922445712
b'L',3742.0,1300.0,20.0,0.0,14.6666666666667,2,b'F',62.6666666666667,0.3755628940258182
b'L',379.0,7261.0,20.0,0.0,14.5333333333333,1,b'VF',38.5333333333333,0.2306614630241167
b'L',38.0,11218.0,20.0,0.0,10.5833333333333,1,b'VF',34.5833333333333,0.20694486140298188
b'L',43.0,11251.0,20.0,0.0,13.8666666666667,1,b'VF',37.8666666666667,0.22665866106274413
b'L',402.0,656.0,20.0,0.0,11.5833333333333,3,b'VF',83.5833333333333,0.5011508055638946
b'L',407.0,664.0,20.0,0.0,12.2333333333333,3,b'VF',84.2333333333333,0.5050535374762332
b'L',403.0,6737.0,20.0,0.0,9.03333333333333,1,b'VF',33.03333333333333,0.1976383468427899
b'L',404.0,1016.0,20.0,0.0,10.55,3,b'VF',82.55,0.4949464625237666
b'L',408.0,65.0,20.0,0.0,11.4666666666667,3,b'VF',83.4666666666667,0.5004503152206546
b'L',403.0,68.0,20.0,0.0,14.7333333333333,3,b'VF',86.7333333333333,0.5200640448313818
b'L',421.0,211.0,20.0,0.0,16.9,1,b'VF',40.9,0.24487140998699086
b'L',414.0,55920.0,20.0,0.0,11.15,4,b'M',107.15,0.642649854898429
b'L',40.0,6213.0,20.0,0.0,15.4666666666667,1,b'VF',39.4666666666667,0.2362653857700392
b'L',37.0,6990.0,20.0,0.0,11.45,1,b'VF',35.45,0.21214850395276694
b'L',42.0,11674.0,20.0,0.0,14.2333333333333,1,b'VF',38.2333333333333,0.22886020214149883
b'L',38.0,21145.0,20.0,0.0,15.7666666666667,1,b'VF',39.7666666666667,0.23806664665265706
b'L',40.0,21146.0,20.0,0.0,14.2333333333333,2,b'VF',62.2333333333333,0.37296107275092544
b'L',48.0,21148.0,20.0,0.0,13.9833333333333,1,b'VF',37.9833333333333,0.22735915140598395
b'L',51.0,23636.0,20.0,0.0,11.9833333333333,3,b'VF',83.9833333333333,0.5035524867407184
b'L',4511.0,1103.0,20.0,0.0,16.6,2,b'F',64.6,0.38717101971379964
b'L',456.0,4861.0,20.0,0.0,14.7333333333333,1,b'VF',38.7333333333333,0.23186230361252855
b'L',448.0,7294.0,20.0,0.0,14.6666666666667,1,b'VF',38.6666666666667,0.23146202341639166
b'L',449.0,4818.0,20.0,0.0,13.9333333333333,1,b'VF',37.9333333333333,0.22705894125888101
b'L',453.0,7225.0,20.0,0.0,13.95,1,b'VF',37.95,0.22715901130791555
b'L',450.0,7231.0,20.0,0.0,13.9166666666667,1,b'VF',37.9166666666667,0.22695887120984706
b'L',465.0,489.0,20.0,0.0,15.2833333333333,3,b'VF',87.2833333333333,0.5233663564495145
b'L',460.0,494.0,20.0,0.0,10.85,3,b'F',82.85,0.49674772340638446
b'L',459.0,1220.0,10.0,0.0,10.4166666666667,3,b'VF',82.4166666666667,0.49414590213149223
b'L',462.0,1829.0,10.0,0.0,10.0333333333333,4,b'VF',106.0333333333333,0.635945161613129
b'L',455.0,63.0,20.0,0.0,16.9333333333333,2,b'VF',64.93333333333331,0.389172420694486
b'L',453.0,67.0,20.0,0.0,14.1666666666667,2,b'VF',62.1666666666667,0.3725607925547885
b'L',463.0,68.0,20.0,0.0,16.6666666666667,2,b'VF',64.6666666666667,0.38757129990993716
b'L',461.0,2121.0,20.0,0.0,19.3166666666667,0,b'VF',19.3166666666667,0.11528069648754145
b'L',467.0,3235.0,20.0,0.0,15.6833333333333,2,b'VF',63.6833333333333,0.3816671670169116
b'L',463.0,5315.0,20.0,0.0,19.6833333333333,0,b'VF',19.6833333333333,0.11748223756629621
b'L',49.0,6604.0,20.0,0.0,10.7166666666667,4,b'VF',106.7166666666667,0.6400480336235367
b'L',42.0,7589.0,20.0,0.0,12.15,4,b'VF',108.15,0.6486540578404884
b'L',54.0,15806.0,20.0,0.0,11.9833333333333,4,b'VF',107.9833333333333,0.647653357350145
b'L',493.0,4437.0,20.0,0.0,13.9166666666667,1,b'VF',37.9166666666667,0.22695887120984706
b'L',54.0,3122.0,20.0,0.0,10.3,4,b'VF',106.3,0.6375462823976783
b'L',45.0,3207.0,20.0,0.0,9.93333333333333,4,b'VF',105.93333333333334,0.6353447413189233
b'L',55.0,3272.0,20.0,0.0,10.75,2,b'VF',58.75,0.3520464325027519
b'L',58.0,3386.0,20.0,0.0,10.0833333333333,4,b'VF',106.0833333333333,0.636245371760232
b'L',49.0,3416.0,20.0,0.0,16.1833333333333,2,b'VF',64.18333333333331,0.3846692684879414
b'L',47.0,3840.0,20.0,0.0,17.2333333333333,1,b'VF',41.2333333333333,0.24687281096767716
b'L',43.0,4258.0,20.0,0.0,16.3666666666667,4,b'VF',112.3666666666667,0.6739717802461725
b'L',58.0,4648.0,20.0,0.0,16.1666666666667,4,b'VF',112.1666666666667,0.6727709396577606
b'L',55.0,5134.0,20.0,0.0,16.6166666666667,4,b'VF',112.6166666666667,0.6754728309816874
b'L',43.0,5283.0,20.0,0.0,16.75,0,b'VF',16.75,0.09986990893625537
b'L',533.0,5217.0,20.0,0.0,22.2,0,b'VF',22.2,0.1325928149704793
b'L',528.0,5180.0,20.0,0.0,18.3666666666667,3,b'VF',90.3666666666667,0.5418793155208649
b'L',537.0,2402.0,20.0,0.0,10.6166666666667,2,b'VF',58.6166666666667,0.35124587211047753
b'L',536.0,3839.0,20.0,0.0,13.9,1,b'VF',37.9,0.22685880116081253
b'L',531.0,4303.0,20.0,0.0,7.68333333333333,4,b'VF',103.68333333333334,0.6218352846992895
b'L',534.0,6444.0,20.0,0.0,10.1666666666667,4,b'VF',106.1666666666667,0.636745722005404
b'L',554.0,3177.0,20.0,0.0,14.75,0,b'VF',14.75,0.08786150305213648
b'L',567.0,4772.0,20.0,0.0,13.5166666666667,0,b'VF',13.5166666666667,0.08045631942359671
b'L',561.0,3201.0,20.0,0.0,15.35,0,b'VF',15.35,0.09146402481737215
b'L',564.0,3202.0,20.0,0.0,14.1333333333333,0,b'VF',14.1333333333333,0.0841589112378663
b'L',592.0,6986.0,20.0,0.0,14.9833333333333,0,b'F',14.9833333333333,0.08926248373861682
b'L',61.0,391.0,11.0,0.0,11.0666666666667,3,b'VF',83.0666666666667,0.49804863404383093
b'L',55.0,8254.0,20.0,0.0,9.33333333333333,2,b'VF',57.33333333333333,0.3435404783348343
b'L',61.0,1498.0,20.0,0.0,21.6,0,b'VF',21.6,0.12899029320524366
b'L',56.0,3896.0,20.0,0.0,15.4666666666667,3,b'VF',87.4666666666667,0.5244671269888924
b'L',62.0,17523.0,20.0,0.0,10.1166666666667,0,b'VF',10.1166666666667,0.060042029420594605
b'L',724.0,13740.0,100.0,0.0,13.4166666666667,3,b'M',85.4166666666667,0.5121585109576706
b'L',76.0,204.0,20.0,0.0,17.4166666666667,3,b'VF',89.4166666666667,0.5361753227259083
b'L',67.0,5443.0,20.0,0.0,15.85,2,b'VF',63.85,0.38266786750725507
b'L',80.0,5658.0,20.0,0.0,16.8,2,b'VF',64.8,0.38837186030221155
b'L',747.0,13684.0,100.0,0.0,18.05,3,b'M',90.05,0.5399779845892124
